ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,Time_taken(min),Shelf_life(days)
0x4C88,MUMRES08DEL01,31,3.9,16.41940052,120.5982746,19.135838,72.902658,3/18/2022,23:40:00,23:50:00,conditions Cloudy,Low ,Potatoes ,truck ,1,No ,(min) 35,7
0x81A5,BANGRES04DEL03,26,4.4,16.4194301,120.5982464,13.04041,77.700489,03/07/2022,23:20:00,23:30:00,conditions Rainy,Low ,Carrots ,motorcycle ,0,No ,(min) 23,7
0xAE56,COIMBRES02DEL01,24,4.6,16.41959301,120.5989705,11.132477,77.105667,03/04/2022,17:50:00,18:00:00,conditions Stormy,Medium ,Cabbage ,motorcycle ,0,No ,(min) 30,7
0x9B79,MYSRES13DEL01,39,4.8,16.41970943,120.598821,12.350972,76.699264,04/01/2022,12:30:00,12:45:00,conditions Cloudy,High ,Cabbage ,motorcycle ,1,No ,(min) 28,7
0x596A,COIMBRES03DEL02,20,4.7,16.42013319,120.5977678,11.105083,77.095393,3/20/2022,17:10:00,17:20:00,conditions Rainy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 24,7
0x78AA,MYSRES16DEL02,20,5,16.42029078,120.5977698,12.446967,76.733067,3/31/2022,19:15:00,19:30:00,conditions Cloudy,Jam ,Lettuce ,motorcycle ,1,No ,(min) 36,3
0xD7EC,KOLRES04DEL03,29,4.3,16.42026891,120.597523,22.598731,88.424878,2/13/2022,23:50:00,23:55:00,conditions Rainy,Low ,Potatoes ,motorcycle ,0,No ,(min) 28,7
0x55B1,COIMBRES11DEL01,36,4.8,16.42036989,120.5974566,11.111753,77.096241,3/29/2022,18:45:00,18:50:00,conditions Fog,Medium ,Potatoes ,motorcycle ,1,No ,(min) 31,7
0x87E4,VADRES13DEL03,36,4,16.42050818,120.597637,22.400237,73.248921,3/16/2022,20:40:00,20:45:00,conditions Sunny,Jam ,Lettuce ,motorcycle ,3,No ,(min) 44,3
0x82C3,RANCHIRES04DEL02,22,4.8,16.42008109,120.5970771,23.439033,85.405347,3/14/2022,22:10:00,22:25:00,conditions Windy,Low ,Potatoes ,truck ,1,No ,(min) 15,7
0x5397,PUNERES18DEL01,38,4.4,16.42036346,120.5968974,18.663481,73.855901,3/31/2022,17:20:00,17:25:00,conditions Windy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 33,7
0x876B,SURRES01DEL02,39,4.9,16.42049856,120.5967607,21.236438,72.844115,3/17/2022,19:55:00,20:10:00,conditions Fog,Jam ,Carrots ,motorcycle ,0,No ,(min) 30,7
0x3A5A,INDORES08DEL02,24,4.9,16.42076484,120.5975104,22.775748,75.948497,3/28/2022,18:15:00,18:25:00,conditions Stormy,Medium ,Cabbage ,truck ,1,No ,(min) 22,7
0x5631,HYDRES18DEL03,35,4.8,16.42059246,120.597684,17.540851,78.469347,03/04/2022,17:25:00,17:35:00,conditions Fog,Medium ,Lettuce ,motorcycle ,3,No ,(min) 48,3
0x1DAC,CHENRES07DEL03,33,4.5,16.42035748,120.5992132,13.171878,80.338519,03/04/2022,23:45:00,0:00:00,conditions Stormy,Low ,Potatoes ,van ,1,No ,(min) 19,7
0xDE01,KOCRES010DEL01,39,4.7,16.41846415,120.5996527,10.105573,76.406958,2/14/2022,18:30:00,18:35:00,conditions Windy,Medium ,Cabbage ,motorcycle ,1,No ,(min) 21,7
0x8771,VADRES11DEL02,31,4.3,16.41933248,120.6008436,22.388096,73.247753,3/25/2022,21:35:00,21:45:00,conditions Windy,Jam ,Carrots ,motorcycle ,0,No ,(min) 44,7
0x3645,CHENRES20DEL01,37,4.5,16.41926302,120.6010005,12.985996,80.231898,3/17/2022,8:40:00,8:55:00,conditions Windy,Low ,Potatoes ,truck ,0,No ,(min) 26,7
0x1FF1,MYSRES04DEL03,37,4.7,16.41596036,120.597821,12.3385,76.695808,04/01/2022,22:35:00,22:40:00,conditions Windy,Low ,Potatoes ,truck ,1,No ,(min) 26,7
0x4A3C,MUMRES13DEL01,33,5,16.41592048,120.5977385,19.188321,72.844715,3/19/2022,11:45:00,11:50:00,conditions Windy,High ,Lettuce ,motorcycle ,1,No ,(min) 31,3
0x6CC6,JAPRES08DEL02,33,4.5,16.41494616,120.5980823,26.990262,75.863013,03/02/2022,19:10:00,19:15:00,conditions Sunny,Jam ,Cabbage ,truck ,0,No ,(min) 18,7
0xC141,ALHRES12DEL01,39,4.7,16.41559452,120.5994502,25.513994,81.930187,2/16/2022,18:45:00,19:00:00,conditions Fog,Medium ,Lettuce ,motorcycle ,1,No ,(min) 38,3
0x690F,RANCHIRES11DEL03,37,4.6,16.41496046,120.5982612,23.449194,85.415447,3/29/2022,18:15:00,18:25:00,conditions Cloudy,Medium ,Cabbage ,motorcycle ,1,No ,(min) 32,7
0xB4BA,HYDRES19DEL02,25,4.9,16.41487146,120.5982528,17.508998,78.550366,03/07/2022,22:30:00,22:35:00,conditions Rainy,Low ,Lettuce ,truck ,1,No ,(min) 17,3
0x63A9,PUNERES17DEL03,28,4.8,16.41454569,120.598131,18.590963,73.888972,03/03/2022,19:00:00,19:05:00,conditions Fog,Medium ,Potatoes ,truck ,1,No ,(min) 11,7
0x88DD,MYSRES010DEL01,38,4.7,16.41443744,120.5982894,12.361214,76.661094,3/30/2022,13:10:00,13:20:00,conditions Windy,High ,Potatoes ,motorcycle ,1,No ,(min) 31,7
0x87A8,MYSRES04DEL03,31,4.6,12.3085,76.665808,12.3685,76.725808,3/19/2022,17:55:00,18:05:00,conditions Windy,Medium ,Lettuce ,motorcycle ,0,No ,(min) 25,3
0x3F8D,MUMRES06DEL03,25,4.8,16.41455024,120.5985037,19.115831,72.893984,3/15/2022,19:50:00,20:05:00,conditions Cloudy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 22,7
0x290C,MYSRES18DEL01,35,4.9,16.4145255,120.5990368,12.407928,76.687889,03/02/2022,21:15:00,21:20:00,conditions Fog,Jam ,Potatoes ,motorcycle ,3,No ,(min) 43,7
0x7ECE,RANCHIRES18DEL01,39,4.7,16.41469274,120.5991669,23.421489,85.394253,3/31/2022,19:35:00,19:45:00,conditions Fog,Jam ,Potatoes ,motorcycle ,1,Yes ,(min) 42,7
0x1365,INDORES06DEL02,38,3.9,16.41461264,120.5999226,22.808163,75.964212,03/06/2022,19:10:00,19:20:00,conditions Stormy,Jam ,Lettuce ,motorcycle ,0,No ,(min) 42,3
0x33A4,CHENRES15DEL03,35,4.7,16.41383888,120.5992531,13.056286,80.305235,3/21/2022,21:20:00,21:30:00,conditions Fog,Jam ,Potatoes ,motorcycle ,1,No ,(min) 34,7
0x8F3C,JAPRES07DEL02,29,4.7,16.41357001,120.5995113,26.786536,75.857333,03/01/2022,9:50:00,10:05:00,conditions Rainy,Low ,Cabbage ,motorcycle ,1,No ,(min) 17,7
0x2FE1,SURRES18DEL03,27,4.6,16.41251957,120.5982404,21.179834,72.808666,3/24/2022,20:35:00,20:40:00,conditions Stormy,Jam ,Cabbage ,truck ,0,No ,(min) 25,7
0x4B5B,MYSRES04DEL03,38,4.3,16.4124501,120.5983483,12.3985,76.755808,04/04/2022,21:15:00,21:25:00,conditions Rainy,Jam ,Lettuce ,motorcycle ,1,Yes ,(min) 54,3
0x7405,SURRES19DEL01,36,4.9,16.41262699,120.598176,21.219669,72.842629,03/02/2022,23:00:00,23:15:00,conditions Windy,Low ,Potatoes ,motorcycle ,0,No ,(min) 21,7
0x6245,HYDRES04DEL01,26,4,16.41241086,120.5981458,17.451028,78.369645,04/01/2022,15:00:00,15:10:00,conditions Cloudy,High ,Potatoes ,motorcycle ,0,No ,(min) 34,7
0xD02B,KNPRES16DEL03,26,4.1,16.41232789,120.5979225,26.572581,80.405628,02/12/2022,19:45:00,19:50:00,conditions Fog,Jam ,Lettuce ,motorcycle ,1,No ,(min) 36,3
0x1F0E,MYSRES12DEL03,36,4.9,16.41237098,120.597883,12.344747,76.685861,04/05/2022,17:45:00,17:55:00,conditions Sunny,Medium ,Potatoes ,motorcycle ,0,No ,(min) 17,7
0x7085,JAPRES09DEL01,21,4.7,16.41239157,120.5978427,26.921378,75.799034,03/03/2022,9:00:00,9:10:00,conditions Sunny,Low ,Lettuce ,motorcycle ,1,No ,(min) 16,3
0x57FA,CHENRES04DEL02,35,4.7,16.41249199,120.5973067,13.10978,80.288812,04/06/2022,20:00:00,20:05:00,conditions Sunny,Jam ,Lettuce ,van ,1,No ,(min) 27,3
0x57FC,MYSRES09DEL01,20,4.5,16.4122347,120.5981945,12.363194,76.670583,3/17/2022,12:50:00,12:55:00,conditions Fog,High ,Carrots ,motorcycle ,1,No ,(min) 26,3
0x7A1F,PUNERES19DEL03,23,4.6,16.41224241,120.5985767,18.653934,74.005367,3/31/2022,21:40:00,21:55:00,conditions Fog,Jam ,Cabbage ,motorcycle ,2,Yes ,(min) 46,7
0xCEAC,KOLRES18DEL03,37,5,16.41221476,120.5985385,22.629367,88.493187,2/17/2022,19:55:00,20:05:00,conditions Sunny,Jam ,Potatoes ,motorcycle ,0,No ,(min) 29,7
0xA0A5,BANGRES14DEL03,26,4.8,16.41227522,120.5980744,13.009934,77.759386,03/09/2022,19:35:00,19:40:00,conditions Rainy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 23,7
0x892D,SURRES09DEL02,29,5,16.41223341,120.598059,21.255975,72.875503,3/27/2022,22:35:00,22:50:00,conditions Rainy,Low ,Cabbage ,truck ,0,No ,(min) 11,7
0x6118,INDORES09DEL01,26,4.9,16.41227393,120.5979987,22.835835,75.997648,3/25/2022,17:10:00,17:25:00,conditions Stormy,Medium ,Carrots ,motorcycle ,0,No ,(min) 28,7
0x46FD,PUNERES09DEL03,29,4.8,16.4120928,120.5977877,18.596562,73.956485,03/11/2022,19:35:00,19:40:00,conditions Cloudy,Jam ,Lettuce ,motorcycle ,1,No ,(min) 25,3
0x5134,RANCHIRES01DEL02,29,4.7,16.41194357,120.5975027,23.436792,85.336842,03/03/2022,10:30:00,10:45:00,conditions Rainy,Low ,Cabbage ,motorcycle ,0,No ,(min) 11,7
0xD418,LUDHRES010DEL03,21,4.9,16.4118503,120.5977334,30.92286,75.852199,2/15/2022,18:10:00,18:20:00,conditions Windy,Medium ,Lettuce ,truck ,1,No ,(min) 26,3
0x256C,MYSRES13DEL02,22,4.3,12.310972,76.659264,12.330972,76.679264,03/07/2022,10:10:00,10:25:00,conditions Stormy,Low ,Lettuce ,motorcycle ,1,No ,(min) 23,3
0x6055,JAPRES18DEL02,31,4,16.41196872,120.5979445,26.993987,75.832891,3/18/2022,17:50:00,18:05:00,conditions Fog,Medium ,Cabbage ,motorcycle ,2,No ,(min) 39,7
0x7BFB,COIMBRES11DEL02,20,4.5,16.41180616,120.5977907,11.021753,77.006241,04/03/2022,8:50:00,9:00:00,conditions Fog,Low ,Cabbage ,motorcycle ,0,No ,(min) 11,7
0x7220,VADRES13DEL02,30,3.9,16.41178622,120.5978223,22.390237,73.238921,04/06/2022,19:55:00,20:10:00,conditions Stormy,Jam ,Potatoes ,van ,0,No ,(min) 32,7
0x1568,BANGRES01DEL01,36,4.8,16.4119927,120.598411,13.003284,77.685428,03/06/2022,17:55:00,18:10:00,conditions Fog,Medium ,Cabbage ,motorcycle ,1,No ,(min) 43,7
0x41EA,MYSRES08DEL01,24,4.7,16.41196,76.665169,12.337954,76.705169,3/19/2022,15:30:00,15:40:00,conditions Fog,Medium ,Potatoes ,truck ,0,No ,(min) 13,7
0x1C60,MYSRES15DEL01,32,4.7,16.41181838,120.5977237,12.362058,76.61665,3/21/2022,9:40:00,9:50:00,conditions Windy,Low ,Potatoes ,van ,0,No ,(min) 25,7
0x7944,CHENRES02DEL03,25,5,16.41176242,120.598641,13.146439,80.280672,3/19/2022,18:20:00,18:25:00,conditions Windy,Medium ,Potatoes ,motorcycle ,0,No ,(min) 27,7
0x77EE,HYDRES12DEL01,27,4.5,16.41195732,120.5983875,17.469585,78.432621,3/28/2022,15:35:00,15:50:00,conditions Windy,Medium ,Carrots ,truck ,1,No ,(min) 29,7
0x2192,BANGRES07DEL01,32,4.1,16.41167687,120.5979591,13.048453,77.713685,3/29/2022,18:15:00,18:30:00,conditions Rainy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 33,7
0x48C7,CHENRES09DEL01,23,4.7,16.41156045,120.5984714,13.084694,80.30147,3/17/2022,16:55:00,17:00:00,conditions Fog,Medium ,Carrots ,motorcycle ,1,No ,(min) 19,7
0x78BF,BANGRES04DEL02,39,4.4,16.41139964,120.5983144,13.11041,77.770489,3/29/2022,18:10:00,18:15:00,conditions Sunny,Medium ,Lettuce ,motorcycle ,1,No ,(min) 33,3
0x4321,JAPRES13DEL02,20,4.8,16.41147747,120.5985786,26.926156,75.8823,03/04/2022,18:25:00,18:35:00,conditions Windy,Medium ,Potatoes ,van ,0,No ,(min) 15,7
0xE00D,ALHRES07DEL03,29,4.6,16.4114125,120.5986625,25.479659,81.869744,2/15/2022,20:30:00,20:45:00,conditions Stormy,Jam ,Lettuce ,truck ,1,No ,(min) 29,3
0x1E86,JAPRES06DEL03,26,4.9,16.41129672,120.5986088,27.051927,75.937282,3/29/2022,22:55:00,23:00:00,conditions Stormy,Low ,Lettuce ,truck ,1,No ,(min) 18,3
0xCFF0,KOCRES03DEL01,25,5,16.41134175,120.5987483,10.030683,76.320631,2/13/2022,10:55:00,11:00:00,conditions Stormy,Low ,Carrots ,motorcycle ,1,No ,(min) 14,7
0x1E2D,BANGRES13DEL01,34,4.7,16.41201878,120.5996468,12.975662,77.65413,04/03/2022,16:00:00,16:15:00,conditions Windy,Medium ,Cabbage ,motorcycle ,1,No ,(min) 30,7
0xD072,GOARES02DEL01,31,4.9,16.41200196,120.5999434,15.625658,73.783606,2/13/2022,14:50:00,15:05:00,conditions Sunny,High ,Cabbage ,motorcycle ,0,No ,(min) 28,7
0x427B,HYDRES12DEL03,30,4.9,16.41190787,120.6000399,17.519585,78.482621,04/02/2022,19:00:00,19:15:00,conditions Cloudy,Medium ,Lettuce ,motorcycle ,0,No ,(min) 30,3
0x52E2,JAPRES07DEL02,36,4.8,16.41163214,120.5996671,26.896536,75.967333,3/20/2022,18:15:00,18:20:00,conditions Rainy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 36,7
0x9395,JAPRES13DEL03,36,4.4,16.41160995,120.5995826,26.986156,75.9423,3/29/2022,23:35:00,23:50:00,conditions Fog,Low ,Cabbage ,motorcycle ,0,No ,(min) 37,7
0xB5D2,JAPRES18DEL03,26,4.7,16.41135514,120.5994836,27.053987,75.892891,03/04/2022,19:35:00,19:40:00,conditions Cloudy,Jam ,Lettuce ,motorcycle ,1,No ,(min) 43,3
0x6C4D,VADRES05DEL01,30,4.6,16.41118506,120.5994291,22.420526,73.280937,3/27/2022,23:35:00,23:45:00,conditions Sunny,Low ,Potatoes ,truck ,1,No ,(min) 29,7
0x98CA,BANGRES17DEL02,33,4.7,16.41076439,120.5998925,13.022532,77.658179,03/09/2022,18:10:00,18:25:00,conditions Fog,Medium ,Potatoes ,van ,1,No ,(min) 15,7
0x644B,MUMRES20DEL03,34,4,16.41163132,120.6003461,19.193249,72.936749,03/12/2022,21:10:00,21:15:00,conditions Windy,Jam ,Cabbage ,motorcycle ,2,No ,(min) 39,7
0x7A2D,HYDRES14DEL02,36,4.6,16.41074122,120.5998176,17.506228,78.487495,04/04/2022,23:40:00,23:50:00,conditions Windy,Low ,Potatoes ,motorcycle ,1,No ,(min) 20,7
0xE13F,KNPRES02DEL02,33,4.6,16.41055469,120.6000235,26.491617,80.333564,02/11/2022,11:00:00,11:10:00,conditions Fog,Low ,Potatoes ,motorcycle ,1,No ,(min) 15,7
0xC278,AURGRES19DEL01,22,4.8,16.41038423,120.6001214,19.976969,75.428894,2/18/2022,22:45:00,23:00:00,conditions Rainy,Low ,Potatoes ,motorcycle ,1,No ,(min) 16,7
0x5912,PUNERES18DEL01,38,4.7,16.41024593,120.6003353,18.603481,73.795901,3/19/2022,11:00:00,11:15:00,conditions Sunny,Low ,Carrots ,truck ,1,No ,(min) 19,7
0xAB33,BANGRES08DEL02,27,4.9,16.41002967,120.6002716,12.986229,77.676791,03/02/2022,23:25:00,23:40:00,conditions Fog,Low ,Lettuce and Potatoes ,truck ,0,No ,(min) 20,7
0xDD96,KNPRES16DEL01,32,4.8,16.40999172,120.6002991,26.552581,80.385628,2/14/2022,21:00:00,21:10:00,conditions Sunny,Jam ,Potatoes ,truck ,1,No ,(min) 25,3
0x7646,BANGRES010DEL02,26,4.8,16.4096323,120.6008816,13.013298,77.694293,3/27/2022,19:30:00,19:40:00,conditions Cloudy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 43,7
0x5EF5,INDORES03DEL02,29,4.5,16.40958228,120.6008546,22.881857,75.996699,03/04/2022,22:55:00,23:05:00,conditions Windy,Low ,Potatoes ,motorcycle ,0,No ,(min) 15,7
0x7EF7,COIMBRES16DEL02,31,4.5,16.40946843,120.600866,11.090375,77.03295,04/06/2022,20:25:00,20:40:00,conditions Sunny,Jam ,Potatoes ,motorcycle ,0,No ,(min) 29,7
0x1136,HYDRES20DEL01,28,4.6,16.4094324,120.6008613,17.523216,78.592111,3/26/2022,12:35:00,12:50:00,conditions Stormy,High ,Potatoes ,motorcycle ,0,No ,(min) 14,7
0xD032,AGRRES08DEL03,21,4.8,16.4092854,120.6008514,27.220934,78.104095,02/11/2022,18:55:00,19:00:00,conditions Sunny,Medium ,Potatoes ,motorcycle ,1,No ,(min) 11,7
0x199D,COIMBRES15DEL02,21,4,16.40914839,120.6005825,11.056686,77.001736,3/28/2022,22:45:00,22:50:00,conditions Rainy,Low ,Potatoes ,motorcycle ,0,No ,(min) 19,7
0xCF18,ALHRES05DEL01,29,4.7,16.40901653,120.6005094,25.497687,81.875585,02/11/2022,15:25:00,15:30:00,conditions Cloudy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 11,7
0x1DAD,MUMRES01DEL01,20,4.8,16.4089998,120.6006435,19.13663,72.839976,3/28/2022,11:30:00,11:40:00,conditions Sunny,High ,Cabbage ,motorcycle ,0,No ,(min) 14,7
0xC918,AURGRES14DEL03,28,5,16.40893548,120.6006515,19.965016,75.412405,2/16/2022,22:35:00,22:45:00,conditions Windy,Low ,Cabbage ,motorcycle ,0,No ,(min) 15,7
0x33C1,MUMRES13DEL01,25,4.7,16.4088843,120.6019171,19.248321,72.904715,3/16/2022,23:35:00,23:45:00,conditions Rainy,Low ,Lettuce ,motorcycle ,1,No ,(min) 16,3
0x1B50,PUNERES16DEL01,28,4.2,16.40859411,120.6011471,18.646718,73.940327,03/08/2022,14:55:00,21:25:00,conditions Summer,Low,Potatoes ,motorcycle ,1,Yes ,(min) 43,7
0x27FE,CHENRES14DEL02,38,4.8,16.40858683,120.6019408,13.046279,80.194568,3/28/2022,10:25:00,10:30:00,conditions Stormy,Low ,Potatoes ,motorcycle ,1,No ,(min) 20,7
0x1536,HYDRES06DEL03,39,4.9,16.40840944,120.6030082,17.485894,78.405467,03/03/2022,22:20:00,22:30:00,conditions Stormy,Low ,Potatoes ,motorcycle ,1,No ,(min) 26,7
0xA152,SURRES18DEL03,26,4.9,16.40824412,120.6029498,21.209834,72.838666,3/13/2022,17:15:00,17:20:00,conditions Windy,Medium ,Cabbage ,truck ,0,No ,(min) 26,7
0x9C9A,COIMBRES02DEL01,33,4.4,16.40819267,120.6029498,11.092477,77.065667,3/14/2022,21:30:00,21:45:00,conditions Windy,Jam ,Lettuce ,motorcycle ,0,No ,(min) 43,3
0x3052,VADRES13DEL03,24,4.6,16.40762918,120.602003,22.370237,73.218921,03/01/2022,18:40:00,18:50:00,conditions Rainy,Medium ,Cabbage ,motorcycle ,1,No ,(min) 25,7
0x1045,COIMBRES16DEL01,24,4.9,16.40782473,120.6029793,11.050375,76.99295,3/21/2022,15:10:00,15:20:00,conditions Fog,Medium ,Potatoes ,motorcycle ,1,No ,(min) 28,7
0x2391,INDORES13DEL03,33,4.5,16.4074941,120.6030866,22.835049,75.982471,03/10/2022,22:50:00,23:05:00,conditions Stormy,Low ,Potatoes ,truck ,0,No ,(min) 17,7
0x7DDD,INDORES12DEL03,35,4.2,16.40800098,120.6040736,22.83806,75.9834,3/20/2022,19:30:00,19:40:00,conditions Windy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 44,7
0x279F,MUMRES13DEL03,27,4.2,16.40704126,120.6030705,19.268321,72.924715,04/06/2022,20:30:00,20:35:00,conditions Stormy,Jam ,Carrots ,motorcycle ,1,No ,(min) 33,7
0xE76,CHENRES06DEL02,28,4,16.4069705,120.6023007,13.104347,80.307221,3/15/2022,18:35:00,18:40:00,conditions Cloudy,Medium ,Cabbage ,truck ,1,No ,(min) 19,7
0xAEFA,BANGRES06DEL03,29,4.5,16.40672221,77.640625,13.009096,77.670625,04/03/2022,18:45:00,18:50:00,conditions Sunny,Medium ,Cabbage ,motorcycle ,0,No ,(min) 15,7
0xDAD6,AGRRES11DEL02,34,4.7,27.163303,120.6020539,27.293303,78.187044,02/12/2022,23:10:00,23:20:00,conditions Fog,Low ,Potatoes ,truck ,1,No ,(min) 27,7
0xC237,KNPRES15DEL02,20,4.7,16.40672607,120.6023771,26.502419,80.340939,02/11/2022,11:10:00,11:25:00,conditions Cloudy,High ,Lettuce ,truck ,1,No ,(min) 25,3
0x4EFC,VADRES13DEL01,29,4.8,16.40652151,120.6011192,22.350237,73.198921,04/05/2022,13:50:00,13:55:00,conditions Sunny,High ,Potatoes ,motorcycle ,1,No ,(min) 18,7
0x6E33,VADRES01DEL03,22,4.9,16.40630924,120.6012466,22.367898,73.227788,04/05/2022,18:40:00,18:45:00,conditions Stormy,Medium ,Cabbage ,truck ,0,No ,(min) 21,7
0xD92F,AGRRES03DEL01,35,4.9,16.40593358,120.601547,27.230832,78.081608,2/18/2022,21:15:00,21:30:00,conditions Cloudy,Jam ,Potatoes ,motorcycle ,2,No ,(min) 53,7
0xD902,KOCRES14DEL01,32,4.4,16.40593837,120.6017287,10.137014,76.418053,02/12/2022,21:45:00,21:55:00,conditions Rainy,Jam ,Potatoes ,motorcycle ,3,No ,(min) 42,7
0xD91A,LUDHRES18DEL01,28,4.9,16.40573566,120.6020707,31.000184,75.939615,2/14/2022,21:20:00,21:35:00,conditions Sunny,Jam ,Cabbage ,motorcycle ,1,No ,(min) 20,7
0x4F0C,COIMBRES14DEL02,30,4.7,16.405689,120.6026816,11.133681,77.105525,03/02/2022,22:45:00,22:55:00,conditions Fog,Low ,Lettuce ,truck ,0,No ,(min) 29,3
0x8456,CHENRES19DEL01,22,4.7,16.40590625,120.6025149,13.096047,80.328114,04/04/2022,20:10:00,20:20:00,conditions Stormy,Jam ,Cabbage ,truck ,0,No ,(min) 15,7
0x3329,COIMBRES15DEL02,36,4.7,16.40579762,120.6025899,11.056686,77.001736,03/09/2022,18:20:00,18:35:00,conditions Fog,Medium ,Potatoes ,motorcycle ,1,No ,(min) 30,7
0x1AA8,SURRES20DEL02,23,4.8,16.40560103,120.6022486,21.28276,72.908059,03/12/2022,20:40:00,20:45:00,conditions Windy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 28,7
0x144D,INDORES18DEL02,22,4.8,16.40455959,120.6037039,22.773839,75.917429,04/01/2022,10:00:00,10:05:00,conditions Stormy,Low ,Potatoes ,motorcycle ,1,No ,(min) 19,7
0xD27B,AURGRES04DEL02,29,4.5,16.40441884,120.6040532,20.006106,75.470775,2/18/2022,22:30:00,22:40:00,conditions Rainy,Low ,Lettuce ,motorcycle ,1,No ,(min) 15,3
0xADD6,CHENRES01DEL01,34,4.9,16.40434999,120.6042079,13.115801,80.360744,3/23/2022,21:50:00,22:05:00,conditions Rainy,Jam ,Potatoes ,motorcycle ,3,Yes ,(min) 50,7
0x7C60,BANGRES010DEL01,38,4.1,16.40369996,120.6051742,12.943298,77.624293,03/05/2022,11:50:00,11:55:00,conditions Stormy,High ,Potatoes ,motorcycle ,1,Yes ,(min) 41,7
0xC63E,DEHRES010DEL01,32,4.3,16.40357324,120.6057053,30.398174,78.119117,2/16/2022,18:40:00,18:55:00,conditions Cloudy,Medium ,Lettuce ,truck ,2,No ,(min) 35,3
0x7B03,BANGRES07DEL01,20,4.5,16.40340792,120.6052695,13.048453,77.713685,03/02/2022,20:25:00,20:35:00,conditions Windy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 27,7
0x4314,CHENRES05DEL02,25,4.9,16.40329985,120.6054351,13.138616,80.344151,03/02/2022,21:45:00,21:50:00,conditions Fog,Jam ,Potatoes ,motorcycle ,2,No ,(min) 43,7
0x9E5A,JAPRES06DEL03,29,4.5,16.40320043,120.6055853,26.971927,75.857282,04/05/2022,22:20:00,22:30:00,conditions Fog,Low ,Lettuce ,truck ,0,No ,(min) 12,3
0xC044,AGRRES12DEL03,32,4.7,16.40315669,120.6053077,27.225108,78.075053,2/13/2022,20:55:00,21:10:00,conditions Rainy,Jam ,Lettuce ,truck ,1,No ,(min) 31,3
0x70B1,VADRES01DEL01,31,4.4,16.40316956,120.6055478,22.417898,73.277788,3/20/2022,21:15:00,21:20:00,conditions Stormy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 47,7
0x59E5,SURRES13DEL02,37,4.5,16.40314125,120.6055686,21.220096,72.839122,03/11/2022,23:30:00,23:35:00,conditions Fog,Low ,Potatoes ,motorcycle ,1,No ,(min) 26,7
0xDEAC,LUDHRES05DEL03,36,4.9,16.4029219,120.6053386,30.995562,75.922841,2/18/2022,17:15:00,17:30:00,conditions Cloudy,Medium ,Cabbage ,van ,1,No ,(min) 31,7
0xA053,JAPRES16DEL03,37,3.8,16.40293798,120.6053902,26.989596,75.922841,04/04/2022,20:45:00,20:55:00,conditions Rainy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 42,7
0x4DB,PUNERES02DEL03,34,4.2,16.40281898,120.605187,18.61144,73.864855,03/05/2022,14:55:00,22:05:00,conditions Stormy,Jam ,Lettuce ,truck ,0,No ,(min) 12,3
0x7031,COIMBRES14DEL01,38,4.9,16.40276816,120.6052963,11.043681,77.015525,03/09/2022,13:30:00,13:40:00,conditions Cloudy,High ,Cabbage ,truck ,0,No ,(min) 25,7
0xD3BC,AGRRES010DEL02,37,4.4,16.40271027,120.6052963,27.243303,78.137044,2/18/2022,22:00:00,22:10:00,conditions Rainy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 39,7
0x8DE9,SURRES14DEL03,21,4.9,16.40282763,120.6049315,21.247729,72.858726,3/20/2022,23:20:00,23:30:00,conditions Fog,Low ,Potatoes ,truck ,1,No ,(min) 21,7
0x7C84,JAPRES04DEL03,35,4.9,16.40249408,120.6047195,26.932328,75.824257,3/26/2022,18:35:00,18:40:00,conditions Fog,Medium ,Lettuce ,van ,0,No ,(min) 18,3
0x96D2,JAPRES01DEL03,22,4.8,16.40247329,120.6046749,26.99519,75.900753,3/29/2022,20:40:00,20:55:00,conditions Rainy,Jam ,Cabbage ,truck ,1,No ,(min) 22,7
0x77B5,HYDRES010DEL02,28,4.8,16.40307872,120.6032433,17.448294,78.424423,03/01/2022,8:25:00,8:40:00,conditions Fog,Low ,Potatoes ,motorcycle ,1,No ,(min) 23,7
0x75DC,MYSRES16DEL02,39,4,16.40307941,120.6032473,12.446967,76.733067,3/18/2022,17:45:00,17:55:00,conditions Stormy,Medium ,Potatoes ,motorcycle ,0,No ,(min) 48,7
